ItemID,DepartmentName,ShortDescription,WebURL,Description,SellingPrice,BasePrice,Color,ColorImageURL,Size,ImageURL1,ImageURL2,Style,ProductClass
PETS-5246714-STD-ONESIZE,Dog,Nylabone Power Chew Textured Chicken,https://www.petsmart.com/dog/toys/chew-toys/nylabone-power-chew-textured-dog-toy---chicken-5246714.html,Durable nylon chew toy with textured bristles that help clean teeth and control plaque and tartar.,16.99,16.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/5246714?fmt=webp&wid=1400&hei=1400,One Size,https://s7d2.scene7.com/is/image/PetSmart/5246714?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5246714_alt1?fmt=webp&wid=1400&hei=1400,5246714,dog_toy
PETS-5186259-BRN-LRG,Dog,Outward Hound Hide A Squirrel,https://www.petsmart.com/dog/toys/plush-toys/outward-hound-hide-a-squirrel-plush-dog-toy-puzzle-5186259.html,Soft plush puzzle toy that challenges your dog's hunting instincts to find the squeaky squirrels inside.,21.99,32.99,Brown,https://s7d2.scene7.com/is/image/PetSmart/5186259?fmt=webp&wid=1400&hei=1400,Large,https://s7d2.scene7.com/is/image/PetSmart/5186259?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5186259_alt1?fmt=webp&wid=1400&hei=1400,5186259,dog_toy
PETS-5044458-STD-XLG,Dog,Mammoth Flossy Chews Rope Toy,https://www.petsmart.com/dog/toys/rope-toys/mammoth-flossy-chews-rope-dog-toy-5044458.html,Premium cotton-blend rope toy that flosses teeth while your dog plays tug or chews.,19.99,19.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/5044458?fmt=webp&wid=1400&hei=1400,X-Large,https://s7d2.scene7.com/is/image/PetSmart/5044458?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5044458_alt1?fmt=webp&wid=1400&hei=1400,5044458,dog_toy
PETS-5282431-BLU-MED,Dog,Top Paw Spiky Ball Dog Toy,https://www.petsmart.com/dog/toys/fetch-toys/top-paw-spiky-ball-dog-toy---squeaker-5282431.html,Nubby texture massages gums while the internal squeaker keeps dogs engaged during fetch.,4.99,4.99,Blue,https://s7d2.scene7.com/is/image/PetSmart/5282431?fmt=webp&wid=1400&hei=1400,Medium,https://s7d2.scene7.com/is/image/PetSmart/5282431?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5282431_alt1?fmt=webp&wid=1400&hei=1400,5282431,dog_toy
PETS-5282431-RED-MED,Dog,Top Paw Spiky Ball Dog Toy,https://www.petsmart.com/dog/toys/fetch-toys/top-paw-spiky-ball-dog-toy---squeaker-5282431.html,Nubby texture massages gums while the internal squeaker keeps dogs engaged during fetch.,4.99,4.99,Red,https://s7d2.scene7.com/is/image/PetSmart/5282431?fmt=webp&wid=1400&hei=1400,Medium,https://s7d2.scene7.com/is/image/PetSmart/5282431?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5282431_alt1?fmt=webp&wid=1400&hei=1400,5282431,dog_toy
PETS-5288540-RED-6FT,Dog,Top Paw Gunmetal Dog Leash,https://www.petsmart.com/dog/collars-harnesses-and-leashes/leashes/top-paw-gunmetal-dog-leash-5288540.html,Durable flat nylon leash featuring sleek gunmetal hardware and a comfortable loop handle.,14.99,14.99,Red,https://s7d2.scene7.com/is/image/PetSmart/5288540?fmt=webp&wid=1400&hei=1400,6 ft,https://s7d2.scene7.com/is/image/PetSmart/5288540?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5288540_alt1?fmt=webp&wid=1400&hei=1400,5288540,dog_leash
PETS-5288540-BLK-6FT,Dog,Top Paw Gunmetal Dog Leash,https://www.petsmart.com/dog/collars-harnesses-and-leashes/leashes/top-paw-gunmetal-dog-leash-5288541.html,Durable flat nylon leash featuring sleek gunmetal hardware and a comfortable loop handle.,14.99,14.99,Black,https://s7d2.scene7.com/is/image/PetSmart/5288541?fmt=webp&wid=1400&hei=1400,6 ft,https://s7d2.scene7.com/is/image/PetSmart/5288541?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5288541_alt1?fmt=webp&wid=1400&hei=1400,5288540,dog_leash
PETS-5257707-BLK-16FT,Dog,Flexi New Classic Retractable Leash,https://www.petsmart.com/dog/collars-harnesses-and-leashes/leashes/flexi-new-classic-retractable-tape-dog-leash-5257707.html,Offers freedom of movement with a one-handed braking and recoil system for controlled walks.,24.79,24.79,Black,https://s7d2.scene7.com/is/image/PetSmart/5257707?fmt=webp&wid=1400&hei=1400,16 ft,https://s7d2.scene7.com/is/image/PetSmart/5257707?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5257707_alt1?fmt=webp&wid=1400&hei=1400,5257707,dog_leash
PETS-5361891-NVY-MED,Dog,Arcadia Trail Quick Dry Harness,https://www.petsmart.com/dog/collars-harnesses-and-leashes/harnesses/arcadia-trail-quick-dry-dog-harness-5361891.html,Rugged outdoor harness made with quick-drying materials and reflective accents for visibility.,34.99,34.99,Navy,https://s7d2.scene7.com/is/image/PetSmart/5361891?fmt=webp&wid=1400&hei=1400,Medium,https://s7d2.scene7.com/is/image/PetSmart/5361891?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5361891_alt1?fmt=webp&wid=1400&hei=1400,5361891,dog_harness
PETS-5361891-RED-MED,Dog,Arcadia Trail Quick Dry Harness,https://www.petsmart.com/dog/collars-harnesses-and-leashes/harnesses/arcadia-trail-quick-dry-dog-harness-5361891.html,Rugged outdoor harness made with quick-drying materials and reflective accents for visibility.,34.99,34.99,Red,https://s7d2.scene7.com/is/image/PetSmart/5361891?fmt=webp&wid=1400&hei=1400,Medium,https://s7d2.scene7.com/is/image/PetSmart/5361891?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5361891_alt1?fmt=webp&wid=1400&hei=1400,5361891,dog_harness
PETS-5296431-PNK-SML,Dog,Top Paw Comfort Dog Harness,https://www.petsmart.com/dog/collars-harnesses-and-leashes/harnesses/top-paw-comfort-dog-harness-5296431.html,"Soft, breathable mesh harness that distributes pressure evenly for a comfortable walking experience.",21.99,21.99,Pink,https://s7d2.scene7.com/is/image/PetSmart/5296431?fmt=webp&wid=1400&hei=1400,Small,https://s7d2.scene7.com/is/image/PetSmart/5296431?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5296431_alt1?fmt=webp&wid=1400&hei=1400,5296431,dog_harness
PETS-5296431-PNK-MED,Dog,Top Paw Comfort Dog Harness,https://www.petsmart.com/dog/collars-harnesses-and-leashes/harnesses/top-paw-comfort-dog-harness-5296431.html,"Soft, breathable mesh harness that distributes pressure evenly for a comfortable walking experience.",23.99,23.99,Pink,https://s7d2.scene7.com/is/image/PetSmart/5296431?fmt=webp&wid=1400&hei=1400,Medium,https://s7d2.scene7.com/is/image/PetSmart/5296431?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5296431_alt1?fmt=webp&wid=1400&hei=1400,5296431,dog_harness
PETS-5259463-RED-SML,Dog,Top Paw Classic Dog Collar,https://www.petsmart.com/dog/collars-harnesses-and-leashes/collars/top-paw-classic-dog-collar-5259463.html,Essential everyday collar featuring durable nylon webbing and a secure snap-buckle closure.,9.99,9.99,Red,https://s7d2.scene7.com/is/image/PetSmart/5259463?fmt=webp&wid=1400&hei=1400,Small,https://s7d2.scene7.com/is/image/PetSmart/5259463?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5259463_alt1?fmt=webp&wid=1400&hei=1400,5259463,dog_collar
PETS-5323808-GRN-ONESIZE,Dog,Kong Waste Bag Dog Harness Holder,https://www.petsmart.com/dog/cleaning-supplies/waste-disposal/kong-reflective-waste-bag-dog-harness-5323808.html,Convenient waste bag dispenser that attaches securely to your leash or harness for easy access.,5.99,5.99,Green,https://s7d2.scene7.com/is/image/PetSmart/5323808?fmt=webp&wid=1400&hei=1400,One Size,https://s7d2.scene7.com/is/image/PetSmart/5323808?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5323808_alt1?fmt=webp&wid=1400&hei=1400,5323808,dog_leash
PETS-5064415-STD-3.5LB,Cat,Purina ONE Tender Selects Chicken,https://www.petsmart.com/cat/food-and-treats/dry-food/purina-one-tender-selects-adult-cat-dry-food---chicken-5064415.html,"Combines crunchy kibble with tender, meaty morsels, with real chicken as the #1 ingredient.",9.99,11.79,Standard,https://s7d2.scene7.com/is/image/PetSmart/5064415?fmt=webp&wid=1400&hei=1400,3.5 lb,https://s7d2.scene7.com/is/image/PetSmart/5064415?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5064415_alt1?fmt=webp&wid=1400&hei=1400,5064415,cat_food
PETS-5064415-STD-7LB,Cat,Purina ONE Tender Selects Chicken,https://www.petsmart.com/cat/food-and-treats/dry-food/purina-one-tender-selects-adult-cat-dry-food---chicken-5064415.html,"Combines crunchy kibble with tender, meaty morsels, with real chicken as the #1 ingredient.",16.49,16.49,Standard,https://s7d2.scene7.com/is/image/PetSmart/5064415?fmt=webp&wid=1400&hei=1400,7 lb,https://s7d2.scene7.com/is/image/PetSmart/5064415?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5064415_alt1?fmt=webp&wid=1400&hei=1400,5064415,cat_food
PETS-002299-STD-30LB,Cat,Meow Mix Original Choice Dry Food,https://www.petsmart.com/cat/food-and-treats/dry-food/meow-mix-original-choice-dry-cat-food-all-ages-chicken-turkey-salmon-ocean-fish-2299.html,"A classic mix of chicken, turkey, salmon, and ocean fish flavors that cats ask for by name.",29.99,29.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/2299?fmt=webp&wid=1400&hei=1400,30 lb,https://s7d2.scene7.com/is/image/PetSmart/2299?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/2299_alt1?fmt=webp&wid=1400&hei=1400,2299,cat_food
PETS-5164704-STD-24PK,Cat,Fancy Feast Gravy Lovers Variety Pack,https://www.petsmart.com/cat/food-and-treats/wet-food/fancy-feast-gravy-lovers-all-life-stages-cat-wet-food---variety-pack-24-ct-72-oz-5164704.html,"Delicious wet cat food variety pack featuring small bites in a rich, thick gravy.",20.97,21.12,Standard,https://s7d2.scene7.com/is/image/PetSmart/5164704?fmt=webp&wid=1400&hei=1400,24 Pack,https://s7d2.scene7.com/is/image/PetSmart/5164704?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5164704_alt1?fmt=webp&wid=1400&hei=1400,5164704,cat_food
PETS-5350109-STD-15LB,Cat,Blue Buffalo Wilderness Indoor Chicken,https://www.petsmart.com/cat/food-and-treats/dry-food/blue-buffalo-wilderness---cat-dry-food-adult-indoor-chicken-5350109.html,"Grain-free, protein-rich formula inspired by the lynx, tailored for the needs of indoor cats.",55.99,61.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/5350109?fmt=webp&wid=1400&hei=1400,15 lb,https://s7d2.scene7.com/is/image/PetSmart/5350109?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5350109_alt1?fmt=webp&wid=1400&hei=1400,5350109,cat_food
PETS-5154810-STD-15.5LB,Cat,Hills Science Diet Indoor Adult Chicken,https://www.petsmart.com/cat/food-and-treats/dry-food/hills-science-diet-indoor-adult-dry-cat-food---chicken-5154810.html,Specially formulated to fuel the energy needs of cats with an indoor lifestyle during their prime.,60.99,62.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/5154810?fmt=webp&wid=1400&hei=1400,15.5 lb,https://s7d2.scene7.com/is/image/PetSmart/5154810?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5154810_alt1?fmt=webp&wid=1400&hei=1400,5154810,cat_food
PETS-5237543-STD-32PK,Cat,Friskies Fish-A-Licious Variety Pack,https://www.petsmart.com/cat/food-and-treats/wet-food/friskies-fish-a-licious-adult-cat-wet-food---variety-pack-32-ct-176-oz-5237543.html,Seafood-themed wet cat food variety pack delivering 100% complete and balanced nutrition.,24.99,24.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/5237543?fmt=webp&wid=1400&hei=1400,32 Count,https://s7d2.scene7.com/is/image/PetSmart/5237543?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5237543_alt1?fmt=webp&wid=1400&hei=1400,5237543,cat_food
PETS-5093761-STD-ONESIZE,Cat,SmartyKat Skitter Critters Catnip Mice,https://www.petsmart.com/cat/toys/plush-toys/smartykat-skitter-critters-catnip-cat-toy---3-pack-5093761.html,Trio of plush mice packed with potent catnip to stimulate play and hunting behavior.,4.99,4.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/5093761?fmt=webp&wid=1400&hei=1400,One Size,https://s7d2.scene7.com/is/image/PetSmart/5093761?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5093761_alt1?fmt=webp&wid=1400&hei=1400,5093761,cat_toy
PETS-5293211-STD-ONESIZE,Cat,Whisker City Laser Pointer,https://www.petsmart.com/cat/toys/interactive-toys/whisker-city-laser-pointer-cat-toy-5293211.html,Classic interactive laser toy that encourages active chasing and pouncing exercise.,4.99,4.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/5293211?fmt=webp&wid=1400&hei=1400,One Size,https://s7d2.scene7.com/is/image/PetSmart/5293211?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5293211_alt1?fmt=webp&wid=1400&hei=1400,5293211,cat_toy
PETS-5264312-STD-ONESIZE,Cat,Petlinks Electronic Motion Cat Toy,https://www.petsmart.com/cat/toys/electronic-toys/petlinks-electronic-motion-cat-toy-5264312.html,Battery-operated toy with a hidden wand that moves erratically to mimic concealed prey.,25.99,34.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/5264312?fmt=webp&wid=1400&hei=1400,One Size,https://s7d2.scene7.com/is/image/PetSmart/5264312?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5264312_alt1?fmt=webp&wid=1400&hei=1400,5264312,cat_toy
PETS-5115234-PNK-ONESIZE,Cat,Kong Kickeroo Cat Toy,https://www.petsmart.com/cat/toys/plush-toys/kong-kickeroo-cat-toy-5115234.html,Elongated plush toy designed to promote wrestling and hind-paw kicking instincts.,6.99,6.99,Pink,https://s7d2.scene7.com/is/image/PetSmart/5115234?fmt=webp&wid=1400&hei=1400,One Size,https://s7d2.scene7.com/is/image/PetSmart/5115234?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5115234_alt1?fmt=webp&wid=1400&hei=1400,5115234,cat_toy
PETS-5115234-BLU-ONESIZE,Cat,Kong Kickeroo Cat Toy,https://www.petsmart.com/cat/toys/plush-toys/kong-kickeroo-cat-toy-5115234.html,Elongated plush toy designed to promote wrestling and hind-paw kicking instincts.,6.99,6.99,Blue,https://s7d2.scene7.com/is/image/PetSmart/5115234?fmt=webp&wid=1400&hei=1400,One Size,https://s7d2.scene7.com/is/image/PetSmart/5115234?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5115234_alt1?fmt=webp&wid=1400&hei=1400,5115234,cat_toy
PETS-5165431-YEL-ONESIZE,Cat,Yeowww! Catnip Banana,https://www.petsmart.com/cat/toys/plush-toys/yeowww-catnip-banana-cat-toy-5165431.html,Durable cotton twill toy stuffed with 100% organic catnip in a fun fruit shape.,7.99,7.99,Yellow,https://s7d2.scene7.com/is/image/PetSmart/5165431?fmt=webp&wid=1400&hei=1400,One Size,https://s7d2.scene7.com/is/image/PetSmart/5165431?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5165431_alt1?fmt=webp&wid=1400&hei=1400,5165431,cat_toy
PETS-5285431-STD-ONESIZE,Cat,Whisker City Ball Track Cat Toy,https://www.petsmart.com/cat/toys/interactive-toys/whisker-city-ball-track-cat-toy-5285431.html,Multi-level track toy with spinning balls that keeps cats entertained and active.,14.99,14.99,Standard,https://s7d2.scene7.com/is/image/PetSmart/5285431?fmt=webp&wid=1400&hei=1400,One Size,https://s7d2.scene7.com/is/image/PetSmart/5285431?fmt=webp&wid=1400&hei=1400,https://s7d2.scene7.com/is/image/PetSmart/5285431_alt1?fmt=webp&wid=1400&hei=1400,5285431,cat_toy
